,PID,Order,area,price,MS.SubClass,MS.Zoning,Lot.Area,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Pool.QC,Fence,Misc.Feature,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition,Longitude,Latitude,AgeofHouse
799,531379050,544,2122,220000,60,RL,11492,Pave,Not Present,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,Gd,TA,PConc,Gd,TA,No,GLQ,637.0,Unf,0.0,276.0,913.0,GasA,Ex,Y,SBrkr,913,1209,0,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1997.0,RFn,2.0,559.0,TA,TA,Y,0,74,0,0,0,0,Not Present,Not Present,Not Present,0,4,2009,WD ,Normal,"-93,689136","42,036852",12
800,531380080,75,2110,205000,60,RL,8880,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695.0,Unf,0.0,253.0,948.0,GasA,Ex,Y,SBrkr,1222,888,0,1.0,0.0,2,1,3,1,Gd,8,Typ,2,Fa,Attchd,1994.0,RFn,2.0,463.0,TA,TA,Y,0,130,0,0,0,0,Not Present,Not Present,Not Present,0,5,2010,WD ,Normal,"-93,68981","42,036026",8
801,531380110,1811,1721,201000,60,RL,8462,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,814.0,Unf,0.0,114.0,928.0,GasA,Ex,Y,SBrkr,936,785,0,0.0,1.0,2,1,3,1,Gd,7,Typ,0,Not Present,Attchd,1994.0,RFn,2.0,471.0,TA,TA,Y,300,87,0,0,0,0,Not Present,Not Present,Not Present,0,7,2007,WD ,Normal,"-93,689026","42,036028",13
802,531382070,545,1844,257000,20,RL,10994,Pave,Not Present,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366.0,Gd,TA,PConc,Gd,Gd,No,GLQ,976.0,Unf,0.0,868.0,1844.0,GasA,Ex,Y,SBrkr,1844,0,0,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,620.0,TA,TA,Y,165,44,0,0,0,0,Not Present,Not Present,Not Present,0,9,2009,COD,Abnorml,"-93,69139","42,03607",3
803,531382090,1140,1609,182000,60,RL,8453,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,38.0,Gd,TA,PConc,Gd,TA,No,GLQ,362.0,Unf,0.0,392.0,754.0,GasA,Ex,Y,SBrkr,754,855,0,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Not Present,Attchd,1995.0,RFn,2.0,525.0,TA,TA,Y,0,70,0,0,0,0,Not Present,Not Present,Not Present,0,4,2008,WD ,Normal,"-93,689769","42,035875",13
804,531382110,1141,1680,163000,60,RL,8480,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,602.0,Unf,0.0,284.0,886.0,GasA,Ex,Y,SBrkr,886,794,0,0.0,1.0,2,1,3,1,Gd,7,Typ,0,Not Present,Attchd,1993.0,RFn,2.0,474.0,TA,TA,Y,144,96,0,0,0,0,Not Present,Not Present,Not Present,0,10,2008,WD ,Normal,"-93,689024","42,035878",14
805,531382120,1142,1679,193500,20,RL,8125,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,1138.0,Unf,0.0,270.0,1408.0,GasA,Ex,Y,SBrkr,1679,0,0,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Fa,Attchd,1994.0,RFn,2.0,575.0,TA,TA,Y,224,42,0,0,0,0,Not Present,Not Present,Not Present,0,10,2008,WD ,Normal,"-93,688981","42,035878",10
806,531384030,1143,1657,189000,60,RL,14565,Pave,Not Present,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Av,GLQ,537.0,Unf,0.0,295.0,832.0,GasA,Ex,Y,SBrkr,832,825,0,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Not Present,Attchd,1994.0,RFn,2.0,483.0,TA,TA,Y,144,74,0,0,0,0,Not Present,Not Present,Shed,2000,11,2008,WD ,Normal,"-93,689801","42,034988",13
807,531384070,1812,1820,191750,60,RL,11613,Pave,Not Present,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,480.0,Unf,0.0,384.0,864.0,GasA,Ex,Y,SBrkr,920,900,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Not Present,Attchd,1993.0,RFn,2.0,492.0,TA,TA,Y,144,85,0,0,0,0,Not Present,GdPrv,Not Present,0,5,2007,WD ,Normal,"-93,689767","42,035259",10
808,531385020,546,1434,189000,20,RL,8529,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20.0,Unf,0.0,1434.0,1454.0,GasA,Ex,Y,SBrkr,1434,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,527.0,TA,TA,Y,290,39,0,0,0,0,Not Present,Not Present,Not Present,0,4,2009,WD ,Normal,"-93,6888","42,036905",8
809,531385060,1144,1677,190500,60,RL,8450,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,472.0,Unf,0.0,355.0,827.0,GasA,Ex,Y,SBrkr,827,850,0,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Not Present,Attchd,2001.0,RFn,2.0,627.0,TA,TA,Y,0,68,0,0,0,0,Not Present,Not Present,Not Present,0,9,2008,WD ,Normal,"-93,688803","42,036089",7
810,531385070,1813,1349,179000,20,RL,8450,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1349.0,1349.0,GasA,Ex,Y,SBrkr,1349,0,0,0.0,0.0,2,0,3,1,TA,6,Typ,0,Not Present,Attchd,2000.0,Unf,2.0,539.0,TA,TA,Y,120,55,0,0,0,0,Not Present,GdPrv,Not Present,0,12,2007,WD ,Normal,"-93,688804","42,036038",6
811,531385130,1814,1494,215000,20,RL,16196,Pave,Not Present,IR3,Low,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1443.0,Unf,0.0,39.0,1482.0,GasA,Ex,Y,SBrkr,1494,0,0,1.0,0.0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1998.0,RFn,2.0,514.0,TA,TA,Y,402,25,0,0,0,0,Not Present,Not Present,Not Present,0,8,2007,WD ,Normal,"-93,689449","42,035071",9
812,531450030,1145,1737,175000,60,RL,8285,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,397.0,Unf,0.0,439.0,836.0,GasA,Gd,Y,SBrkr,844,893,0,0.0,1.0,2,1,3,1,Gd,7,Typ,0,Not Present,Attchd,1992.0,Fin,2.0,506.0,TA,TA,Y,192,85,0,0,0,0,Not Present,Not Present,Not Present,0,5,2008,WD ,Normal,"-93,687819","42,034535",16
813,531450040,2479,1603,175900,60,RL,7153,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387.0,Unf,0.0,374.0,761.0,GasA,Ex,Y,SBrkr,810,793,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Not Present,Attchd,1992.0,RFn,2.0,484.0,TA,TA,Y,0,124,0,0,0,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,"-93,68782","42,034595",14
814,531450090,1146,1294,179200,20,RL,7153,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,1200.0,Unf,0.0,78.0,1278.0,GasA,Gd,Y,SBrkr,1294,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Not Present,Attchd,1991.0,RFn,2.0,496.0,TA,TA,Y,112,51,0,0,0,0,Not Present,GdWo,Not Present,0,6,2008,WD ,Normal,"-93,687831","42,035666",17
815,531450120,547,1730,171500,60,RL,7703,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,52.0,Rec,364.0,400.0,816.0,GasA,Ex,Y,SBrkr,833,897,0,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Not Present,Attchd,1992.0,RFn,2.0,528.0,TA,TA,Y,0,91,0,0,168,0,Not Present,Not Present,Not Present,0,11,2009,WD ,Normal,"-93,687843","42,036576",17
816,531450170,1147,1710,187000,60,RL,9291,Pave,Not Present,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,426.0,Unf,0.0,406.0,832.0,GasA,Ex,Y,SBrkr,832,878,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Not Present,Attchd,1993.0,RFn,2.0,506.0,TA,TA,Y,144,70,0,0,0,0,Not Present,Not Present,Not Present,0,6,2008,WD ,Normal,"-93,687847","42,036839",15
817,531451020,1148,1617,193000,120,RL,8012,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,165.0,GLQ,841.0,598.0,1604.0,GasA,Ex,Y,SBrkr,1617,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1993.0,RFn,2.0,533.0,TA,TA,Y,0,69,0,0,0,0,Not Present,Not Present,Not Present,0,7,2008,WD ,Normal,"-93,686428","42,036501",14
818,531451030,1815,1575,179200,120,RL,8012,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430.0,Unf,0.0,1145.0,1575.0,GasA,Gd,Y,SBrkr,1575,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Not Present,Attchd,1992.0,RFn,2.0,529.0,TA,TA,Y,0,0,52,0,0,0,Not Present,Not Present,Not Present,0,7,2007,WD ,Normal,"-93,686428","42,036464",15
819,531451110,76,923,143000,120,RL,8012,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,543.0,BLQ,119.0,261.0,923.0,GasA,TA,Y,SBrkr,923,0,0,0.0,0.0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1980.0,RFn,1.0,264.0,TA,TA,Y,80,0,0,0,0,0,Not Present,Not Present,Not Present,0,5,2010,WD ,Normal,"-93,686417","42,03548",30
820,531451150,1816,1266,128000,160,RL,8012,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,Ex,Y,SBrkr,630,636,0,0.0,0.0,1,1,2,1,TA,5,Typ,2,TA,Attchd,1980.0,RFn,1.0,283.0,TA,TA,Y,340,0,0,0,0,0,Not Present,MnPrv,Not Present,0,7,2007,WD ,Normal,"-93,686413","42,034569",27
821,531451280,77,1845,189000,60,RL,11218,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1055.0,1055.0,GasA,Ex,Y,SBrkr,1055,790,0,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2.0,462.0,TA,TA,Y,635,104,0,0,0,0,Not Present,GdPrv,Shed,400,5,2010,WD ,Normal,"-93,687694","42,036659",18
822,531451290,2480,1731,248500,60,RL,9370,Pave,Not Present,IR2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,758.0,Unf,0.0,78.0,836.0,GasA,Ex,Y,SBrkr,844,887,0,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Not Present,Attchd,1992.0,RFn,2.0,462.0,TA,TA,Y,307,85,0,0,224,0,Not Present,Not Present,Othr,3000,10,2006,WD ,Family,"-93,687695","42,03674",13
823,531452010,548,1217,120000,160,RL,10762,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,626.0,626.0,GasA,TA,Y,SBrkr,626,591,0,0.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,RFn,1.0,288.0,TA,TA,Y,0,28,0,0,0,0,Not Present,Not Present,Not Present,0,4,2009,WD ,Normal,"-93,686263","42,034533",29
824,531452020,78,918,99500,120,RL,7892,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,918.0,918.0,GasA,TA,Y,SBrkr,918,0,0,0.0,0.0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1979.0,Unf,1.0,264.0,TA,TA,Y,28,0,0,0,0,0,Not Present,Not Present,Not Present,0,4,2010,WD ,Normal,"-93,686263","42,034589",31
825,531452050,79,752,125000,120,RL,7175,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623.0,LwQ,121.0,0.0,744.0,GasA,TA,Y,SBrkr,752,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,Not Present,Attchd,1984.0,Unf,1.0,264.0,TA,TA,Y,353,0,0,0,90,0,Not Present,MnPrv,Not Present,0,2,2010,WD ,Normal,"-93,686264","42,0347",26
826,531452070,549,1332,145000,120,RL,7175,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1332.0,1332.0,GasA,Gd,Y,SBrkr,1332,0,0,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Not Present,Attchd,1990.0,RFn,2.0,542.0,TA,TA,Y,0,60,0,0,0,0,Not Present,Not Present,Not Present,0,2,2009,WD ,Normal,"-93,686267","42,035518",18
827,531452080,2481,1398,172000,120,RL,7175,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,904.0,Unf,0.0,494.0,1398.0,GasA,Gd,Y,SBrkr,1398,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Not Present,Attchd,1990.0,RFn,2.0,542.0,TA,TA,Y,0,46,0,0,0,0,Not Present,MnPrv,Not Present,0,7,2006,WD ,Normal,"-93,686267","42,035555",15
828,531452100,2482,1217,151000,120,RL,7175,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1991,1991,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,278.0,Unf,0.0,939.0,1217.0,GasA,Gd,Y,SBrkr,1217,0,0,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Not Present,Attchd,1991.0,RFn,2.0,484.0,TA,TA,Y,0,64,0,0,0,0,Not Present,Not Present,Not Present,0,6,2006,WD ,Normal,"-93,686267","42,035629",15
829,531452140,1149,1199,153900,120,RL,7892,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300.0,Unf,0.0,899.0,1199.0,GasA,Ex,Y,SBrkr,1199,0,0,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Not Present,Attchd,1993.0,RFn,2.0,530.0,TA,TA,Y,0,63,0,0,0,0,Not Present,Not Present,Not Present,0,3,2008,WD ,Normal,"-93,686278","42,036466",15
830,531452180,80,1744,194500,60,RL,9453,Pave,Not Present,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,402.0,Unf,0.0,594.0,996.0,GasA,Ex,Y,SBrkr,1014,730,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Not Present,Attchd,1993.0,RFn,2.0,457.0,TA,TA,Y,370,70,0,238,0,0,Not Present,Not Present,Not Present,0,2,2010,WD ,Normal,"-93,68628","42,036633",7
831,531452210,2483,1320,150000,60,RL,9019,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,274.0,Unf,0.0,362.0,636.0,GasA,Ex,Y,SBrkr,636,684,0,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Not Present,Attchd,1994.0,Fin,2.0,472.0,TA,TA,Y,0,40,0,0,0,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,"-93,68665","42,03748",12
832,531452260,550,1540,184000,60,RL,9109,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,36.0,GLQ,596.0,122.0,754.0,GasA,Ex,Y,SBrkr,754,786,0,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Not Present,Attchd,1994.0,RFn,2.0,495.0,TA,TA,Y,140,32,0,0,0,0,Not Present,Not Present,Not Present,0,10,2009,WD ,Normal,"-93,687804","42,037607",15
833,531453010,81,1097,152000,20,RL,9672,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338.0,Unf,0.0,702.0,1040.0,GasA,TA,Y,SBrkr,1097,0,0,0.0,0.0,2,0,3,1,TA,6,Typ,0,Not Present,Attchd,1986.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,Not Present,GdPrv,Not Present,0,5,2010,WD ,Normal,"-93,685028","42,034555",25
834,531453040,82,1564,171000,60,RL,8400,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,650.0,650.0,GasA,TA,Y,SBrkr,888,676,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2.0,476.0,TA,TA,Y,0,50,0,0,204,0,Not Present,MnPrv,Not Present,0,4,2010,WD ,Normal,"-93,685029","42,034678",29
835,531453100,551,1400,162000,60,RL,10274,Pave,Not Present,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,141.0,TA,Gd,CBlock,Gd,TA,No,Rec,331.0,Unf,0.0,345.0,676.0,GasA,TA,Y,SBrkr,698,702,0,0.0,0.0,2,1,3,1,TA,6,Typ,0,Not Present,Attchd,1986.0,RFn,2.0,465.0,TA,TA,Y,0,48,0,0,0,0,Not Present,Not Present,Not Present,0,7,2009,WD ,Normal,"-93,685037","42,035968",23
836,531453140,1817,884,144000,85,RL,9180,Pave,Not Present,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,747.0,LwQ,93.0,0.0,840.0,GasA,Gd,Y,SBrkr,884,0,0,1.0,0.0,1,0,2,1,Gd,5,Typ,0,Not Present,Attchd,1983.0,RFn,2.0,504.0,TA,Gd,Y,240,0,0,0,0,0,Not Present,MnPrv,Not Present,0,12,2007,WD ,Normal,"-93,685185","42,035678",24
837,531475220,552,1882,160000,90,RL,8250,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,6,7,1981,1981,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,Slab,Not Present,Not Present,Not Present,Not Present,0.0,Not Present,0.0,0.0,0.0,GasA,TA,Y,SBrkr,964,918,0,0.0,0.0,2,0,4,2,TA,8,Typ,2,TA,Attchd,1981.0,Unf,2.0,612.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,5,2009,WD ,Normal,"-93,683957","42,035756",28
838,531477020,553,841,82000,20,RH,8400,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,721.0,721.0,GasA,Gd,Y,SBrkr,841,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,Not Present,CarPort,1950.0,Unf,1.0,294.0,TA,TA,N,250,0,24,0,0,0,Not Present,Not Present,Not Present,0,9,2009,WD ,Normal,"-93,6790752","42,0365385",59
839,531477040,1818,2020,144000,90,RH,8400,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,Not Present,Not Present,Not Present,Not Present,0.0,Not Present,0.0,0.0,0.0,GasA,TA,Y,SBrkr,2020,0,0,0.0,0.0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2.0,630.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,10,2007,WD ,Normal,"-93,6791142","42,0362103",30
840,531477050,83,1012,67500,30,RH,9800,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,N,FuseA,1012,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,Not Present,Detchd,1920.0,Unf,1.0,429.0,TA,TA,Y,121,0,80,0,0,0,Not Present,Not Present,Not Present,0,4,2010,WD ,Normal,"-93,6790694","42,0360754",60
841,531478010,2484,1056,107000,20,RH,8900,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,TA,Y,SBrkr,1056,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,Not Present,Detchd,1966.0,Unf,1.0,384.0,TA,TA,Y,0,42,0,0,0,0,Not Present,MnPrv,Not Present,0,11,2006,WD ,Normal,"-93,681595","42,035795",40
