,price,Overall.Qual,Garage.Area,Total.Bsmt.SF,X1st.Flr.SF,Full.Bath,AgeofHouse,Mas.Vnr.Area,TotRms.AbvGrd,Fireplaces,Wood.Deck.SF,Open.Porch.SF
405,97000,6,288.0,483.0,483,1,37,425.0,5,0,0,0
406,118000,6,264.0,483.0,483,1,2,510.0,5,0,250,0
407,119500,5,264.0,630.0,630,2,37,268.0,6,0,185,0
408,143750,6,440.0,958.0,958,2,33,0.0,5,0,0,60
409,146000,6,440.0,804.0,804,2,33,0.0,7,1,108,0
410,148500,6,440.0,855.0,855,2,33,0.0,7,1,87,0
411,123000,7,440.0,1057.0,1055,2,34,0.0,4,1,0,27
412,147000,6,440.0,855.0,855,2,35,0.0,6,1,260,0
413,137900,6,440.0,855.0,855,2,32,0.0,6,1,0,28
414,147000,6,440.0,804.0,804,2,31,0.0,7,1,108,0
415,148500,6,440.0,855.0,855,2,31,0.0,7,1,28,0
416,138000,6,440.0,855.0,855,2,31,0.0,6,1,147,0
417,128500,7,345.0,836.0,836,1,33,0.0,5,0,150,20
418,100000,5,288.0,892.0,892,1,42,60.0,5,0,0,0
419,148800,5,656.0,864.0,1120,1,5,165.0,5,1,0,162
420,337500,10,786.0,1700.0,1718,2,2,230.0,7,1,216,48
421,462000,9,754.0,1776.0,1794,3,2,726.0,10,3,135,64
422,485000,9,820.0,1926.0,1966,3,0,860.0,11,2,144,78
423,555000,10,672.0,3094.0,2402,2,1,200.0,10,2,0,72
424,325000,9,840.0,1652.0,1652,2,2,300.0,6,2,404,102
425,256300,8,890.0,1566.0,1600,2,2,640.0,7,1,0,56
426,253293,8,1390.0,2042.0,2042,2,0,306.0,8,1,0,90
427,398800,9,864.0,1365.0,1365,2,0,0.0,8,1,0,197
428,335000,9,836.0,1104.0,1130,2,1,154.0,10,1,0,102
429,404000,9,896.0,2020.0,2020,2,1,450.0,7,1,192,98
430,402861,10,900.0,2006.0,2020,2,0,305.0,9,1,156,54
431,451950,10,842.0,1722.0,1728,2,1,420.0,10,1,382,274
432,610000,10,762.0,2630.0,2674,2,2,472.0,8,2,360,50
433,582933,9,1020.0,1734.0,1734,3,0,424.0,12,1,52,170
434,360000,9,834.0,1736.0,1736,2,1,302.0,7,1,319,90
435,296000,8,932.0,1782.0,1782,2,4,238.0,7,2,99,82
436,409900,8,640.0,1508.0,1508,2,2,20.0,10,1,192,273
437,255500,8,908.0,1709.0,1717,2,3,250.0,7,1,169,39
438,335000,9,927.0,1739.0,1743,2,1,284.0,8,1,168,45
439,274900,8,856.0,1713.0,1713,2,4,262.0,7,1,0,26
440,300000,9,700.0,1504.0,1531,2,3,122.0,6,1,184,52
441,324000,9,850.0,1774.0,1808,2,1,285.0,7,1,200,26
442,350000,9,738.0,1462.0,1462,2,4,216.0,10,1,184,0
443,280000,8,862.0,1836.0,1836,2,4,42.0,7,1,125,185
444,284000,8,880.0,3206.0,1629,2,5,296.0,7,1,0,0
445,269500,7,583.0,1760.0,1760,2,5,418.0,8,1,165,190
446,233170,7,644.0,1502.0,1502,2,0,268.0,7,0,0,114
447,386250,10,968.0,2392.0,2392,2,6,922.0,8,1,248,105
448,445000,9,886.0,2452.0,2452,2,6,724.0,10,1,0,116
449,290000,8,730.0,1082.0,1105,3,5,186.0,10,1,114,40
450,255900,8,871.0,1598.0,1606,2,3,383.0,6,1,230,60
451,213000,6,484.0,1358.0,1358,2,4,240.0,6,1,192,36
452,196000,6,624.0,1306.0,1306,2,4,135.0,5,1,170,63
453,184500,6,624.0,1306.0,1306,2,4,135.0,5,1,170,63
454,212500,7,484.0,1350.0,1358,2,1,176.0,6,1,192,26
455,230000,7,626.0,1314.0,1314,2,1,166.0,6,1,172,62
456,552000,10,949.0,2492.0,2492,2,4,730.0,8,1,226,235
457,382500,8,685.0,2200.0,2200,2,5,470.0,8,1,208,55
458,320000,9,649.0,1884.0,1884,2,0,308.0,6,1,231,90
459,248500,9,539.0,1451.0,1456,2,1,500.0,6,1,192,42
460,286500,8,701.0,1712.0,1712,2,6,270.0,8,1,218,183
461,254000,8,550.0,1324.0,1324,2,3,176.0,6,1,192,38
462,173000,7,478.0,1405.0,1405,2,6,163.0,6,1,148,36
463,173000,7,474.0,764.0,764,2,5,106.0,6,0,0,27
464,184000,7,390.0,728.0,728,2,4,0.0,8,1,100,0
465,167800,6,392.0,745.0,745,2,3,0.0,7,1,36,20
466,174000,6,390.0,742.0,742,2,4,0.0,8,1,36,24
467,174000,6,400.0,684.0,684,2,4,0.0,6,1,100,38
468,174000,7,660.0,1373.0,1555,2,2,130.0,7,1,143,20
469,175900,7,660.0,1386.0,1569,2,2,130.0,7,1,143,20
470,192500,7,430.0,1373.0,1555,2,3,16.0,7,1,143,20
471,181000,7,457.0,1346.0,1504,2,3,16.0,7,1,156,0
472,180000,7,397.0,1220.0,1220,2,3,16.0,5,1,100,16
473,160200,7,397.0,1145.0,1145,2,3,11.0,5,1,100,16
474,188500,7,432.0,716.0,716,2,4,0.0,6,1,100,51
475,200000,6,390.0,1010.0,1010,2,7,0.0,8,1,120,46
476,170000,7,400.0,384.0,744,2,4,0.0,6,1,100,0
477,189500,7,436.0,868.0,868,2,4,200.0,7,1,120,48
478,184100,8,527.0,408.0,779,2,7,0.0,7,1,120,0
479,195500,7,434.0,846.0,846,2,5,0.0,7,1,300,48
480,192000,7,400.0,782.0,806,2,6,0.0,8,1,0,75
481,178000,7,393.0,698.0,698,2,6,0.0,7,1,100,56
482,207500,7,626.0,1314.0,1314,2,1,166.0,6,1,172,62
483,236000,7,554.0,952.0,980,2,9,0.0,8,1,224,54
485,244000,6,390.0,992.0,1022,2,9,40.0,7,1,24,48
486,167000,7,400.0,384.0,744,2,5,0.0,7,0,0,0
487,179000,6,463.0,982.0,1007,2,9,16.0,7,1,100,63
488,190000,6,394.0,794.0,819,2,9,0.0,7,1,0,72
489,156000,7,400.0,384.0,774,2,9,0.0,7,1,0,0
490,245000,7,658.0,1177.0,1223,2,10,210.0,8,1,298,0
491,181000,6,502.0,841.0,892,2,10,0.0,7,1,0,103
492,214000,7,390.0,992.0,1022,2,10,298.0,8,1,0,0
493,168000,7,410.0,384.0,774,2,10,0.0,7,1,0,0
494,337000,8,856.0,1252.0,1268,2,10,673.0,8,1,0,128
495,403000,8,810.0,1462.0,1490,2,13,506.0,9,1,0,146
496,327000,8,810.0,1455.0,1466,2,9,150.0,10,2,252,30
497,340000,8,1069.0,1284.0,1310,2,11,731.0,7,1,0,126
498,336000,8,676.0,1225.0,1276,2,10,975.0,8,1,250,0
499,265000,7,889.0,1264.0,1277,2,12,921.0,7,1,220,0
500,315000,8,815.0,2024.0,2063,2,14,634.0,7,2,182,56
501,260000,7,656.0,1347.0,1372,2,16,256.0,9,1,340,60
502,260000,7,647.0,1070.0,1094,2,13,286.0,7,1,296,102
503,263550,8,623.0,1173.0,1215,2,15,372.0,8,1,173,165
504,402000,8,711.0,1629.0,1686,2,4,528.0,8,1,517,76
505,248000,7,467.0,973.0,979,2,15,0.0,7,1,168,98
506,244600,8,898.0,1468.0,1468,2,0,72.0,6,1,210,150
507,275000,8,972.0,1696.0,1696,2,1,240.0,7,0,120,56
508,257500,8,726.0,1614.0,1658,2,1,294.0,7,1,144,44
509,287090,8,840.0,1573.0,1578,2,0,194.0,7,1,0,36
510,275500,8,844.0,1702.0,1702,2,2,260.0,7,1,0,69
511,245000,8,492.0,1422.0,1432,2,3,206.0,7,1,297,50
512,253000,7,689.0,1113.0,1113,2,4,0.0,8,1,0,48
513,468000,9,795.0,2458.0,2490,2,3,198.0,9,2,70,226
514,252678,7,644.0,900.0,932,2,0,0.0,7,1,168,108
515,210000,8,676.0,768.0,786,2,1,0.0,6,0,0,30
516,208300,6,676.0,1218.0,1218,2,0,0.0,4,0,0,102
518,229456,8,552.0,1300.0,1314,2,0,72.0,6,0,135,112
519,229800,7,625.0,1402.0,1402,2,1,0.0,7,0,205,126
520,250000,9,984.0,1530.0,1530,2,1,120.0,7,1,212,136
521,370878,9,478.0,1766.0,1766,2,0,162.0,7,1,195,130
522,238500,8,692.0,1372.0,1448,2,2,238.0,6,1,0,140
523,310000,10,812.0,1017.0,1026,2,1,160.0,10,1,168,52
524,270000,8,782.0,900.0,909,2,3,121.0,8,1,168,45
525,252000,8,1043.0,1082.0,1082,2,3,0.0,9,1,160,50
526,241000,7,438.0,1092.0,1112,2,2,100.0,7,0,0,168
527,264500,8,517.0,1836.0,1836,2,0,288.0,8,1,0,175
528,291000,7,711.0,1652.0,1662,2,2,0.0,8,1,168,120
529,263000,7,615.0,912.0,912,2,5,0.0,8,1,182,182
530,185000,7,400.0,1221.0,1221,2,4,0.0,6,0,0,113
531,234500,7,588.0,1553.0,1553,2,5,0.0,6,0,192,88
532,209000,7,628.0,812.0,812,2,6,0.0,6,0,0,45
533,159000,7,576.0,1218.0,1218,1,2,0.0,6,0,0,178
534,152000,7,484.0,1141.0,1141,1,3,0.0,6,0,182,0
535,143500,6,0.0,1158.0,1158,1,5,0.0,5,0,0,50
536,193000,7,478.0,835.0,871,2,5,0.0,8,0,146,91
537,203000,8,845.0,1512.0,1512,2,5,264.0,6,0,210,36
539,159000,7,576.0,1114.0,1114,1,4,0.0,6,0,248,102
540,142000,5,0.0,1114.0,1114,1,5,0.0,6,0,0,39
541,153000,5,576.0,1114.0,1114,2,5,0.0,6,0,0,42
542,224243,7,788.0,1450.0,1450,2,0,140.0,6,0,0,93
543,220000,7,559.0,913.0,913,2,12,132.0,8,1,0,74
544,257000,8,620.0,1844.0,1844,2,3,366.0,7,1,165,44
545,189000,7,527.0,1454.0,1434,2,8,0.0,6,1,290,39
546,171500,6,528.0,816.0,833,2,17,0.0,6,0,0,91
547,120000,6,288.0,626.0,626,1,29,0.0,6,1,0,28
548,145000,6,542.0,1332.0,1332,2,18,0.0,5,0,0,60
549,184000,7,495.0,754.0,754,2,15,0.0,6,0,140,32
550,162000,6,465.0,676.0,698,2,23,141.0,6,0,0,48
551,160000,6,612.0,0.0,964,2,28,0.0,8,2,0,0
552,82000,4,294.0,721.0,841,1,59,0.0,4,0,250,0
553,76000,6,360.0,784.0,784,1,59,0.0,5,0,0,0
554,110000,5,400.0,980.0,980,1,47,0.0,5,0,0,28
555,135000,5,484.0,980.0,980,1,32,153.0,6,0,192,0
556,141000,5,732.0,864.0,864,1,48,0.0,5,0,0,312
557,122000,5,440.0,864.0,864,1,48,0.0,5,0,158,0
558,124100,5,288.0,1024.0,1020,2,44,0.0,5,0,171,0
559,129000,5,300.0,912.0,912,1,14,0.0,6,0,0,0
560,131400,5,264.0,864.0,1144,1,26,0.0,6,1,165,0
561,62383,5,360.0,864.0,864,1,44,0.0,5,1,0,0
562,123000,5,252.0,912.0,912,1,47,60.0,6,0,0,0
563,275000,8,864.0,2014.0,2014,2,29,115.0,6,2,462,0
564,235000,7,524.0,975.0,975,2,1,196.0,7,1,502,60
565,280750,7,704.0,1376.0,1376,2,4,0.0,9,1,0,177
566,164500,6,528.0,612.0,612,2,0,76.0,4,0,0,234
567,173733,6,528.0,612.0,612,2,0,76.0,4,0,0,234
568,222000,6,561.0,1726.0,1726,2,1,280.0,6,1,0,254
569,195000,6,641.0,1145.0,1256,1,1,252.0,5,1,0,169
570,172500,6,440.0,729.0,742,2,10,894.0,6,0,0,24
571,180000,6,440.0,756.0,756,2,9,513.0,4,0,0,32
572,156000,7,506.0,691.0,713,2,10,218.0,6,0,0,34
573,172500,8,480.0,970.0,983,2,9,456.0,7,0,115,0
574,318750,8,642.0,1694.0,1694,2,1,450.0,5,1,501,120
575,211500,8,484.0,1226.0,1226,1,28,0.0,4,2,133,78
576,241600,7,540.0,1740.0,1740,1,28,0.0,7,0,228,20
577,180500,8,527.0,392.0,1487,2,33,200.0,5,1,0,64
578,150000,4,490.0,1281.0,1620,2,16,0.0,8,1,120,78
579,154000,6,441.0,727.0,829,1,41,0.0,8,0,0,0
580,185000,6,615.0,1442.0,1442,2,39,571.0,6,1,371,0
581,185750,6,462.0,1489.0,1489,2,41,0.0,7,1,0,0
582,200000,7,484.0,1107.0,1107,2,36,240.0,7,2,235,204
583,206000,7,784.0,752.0,1285,2,35,0.0,7,2,297,40
584,162000,6,497.0,723.0,735,1,37,0.0,6,1,294,116
585,256900,6,515.0,932.0,1271,2,12,256.0,8,1,0,120
586,197900,6,480.0,1680.0,1724,1,33,359.0,7,1,0,0
587,163000,5,502.0,1288.0,1336,2,40,128.0,6,1,312,11
588,113000,6,336.0,1216.0,1216,1,40,200.0,5,0,0,0
589,230000,7,520.0,908.0,1316,1,17,283.0,8,2,321,72
590,167900,6,630.0,1350.0,1334,2,32,360.0,6,1,0,16
591,213250,7,583.0,1650.0,1680,2,10,0.0,7,1,78,73
592,227000,8,528.0,810.0,810,2,8,0.0,6,0,0,45
593,130000,5,312.0,864.0,864,1,42,0.0,5,0,0,0
594,143000,5,440.0,1568.0,1568,1,42,0.0,7,0,160,40
595,117500,5,429.0,925.0,925,1,44,0.0,5,0,0,0
596,168500,7,498.0,1165.0,1165,2,35,252.0,8,1,0,77
597,172500,6,495.0,1232.0,1320,2,38,509.0,5,1,0,20
598,161500,6,457.0,1372.0,1342,2,42,0.0,7,1,0,0
599,141500,4,396.0,894.0,894,1,49,0.0,5,1,0,0
600,118000,5,308.0,864.0,864,1,50,0.0,5,0,0,0
601,127500,6,300.0,864.0,864,1,50,0.0,5,0,0,0
602,140000,4,768.0,1040.0,1362,1,52,160.0,6,1,0,0
603,177625,5,576.0,1048.0,1728,2,53,70.0,7,1,0,99
604,110000,5,888.0,1584.0,1776,2,51,95.0,9,0,0,25
605,167000,6,472.0,1516.0,1516,1,45,180.0,6,0,0,0
606,153000,5,610.0,1313.0,1313,1,14,217.0,6,1,172,28
607,145100,5,520.0,1292.0,1292,1,45,144.0,6,2,0,32
608,154000,5,480.0,1154.0,1154,1,43,200.0,6,1,0,58
609,177500,5,549.0,744.0,825,2,44,0.0,7,1,0,40
610,158000,6,645.0,1127.0,1445,1,45,115.0,7,1,180,0
611,124500,5,270.0,1041.0,1041,1,50,132.0,6,0,224,88
612,174500,6,368.0,1208.0,1576,1,48,90.0,7,1,85,0
613,122000,5,330.0,960.0,960,1,54,0.0,5,0,0,70
614,82500,4,0.0,420.0,708,1,59,0.0,5,0,164,0
615,110000,5,352.0,709.0,979,1,59,161.0,5,1,0,0
616,149500,6,505.0,1505.0,1505,1,56,90.0,6,1,0,0
617,175000,6,550.0,1680.0,1691,1,42,0.0,5,0,0,67
618,167000,6,418.0,1416.0,1644,1,56,238.0,7,2,110,0
619,128900,5,338.0,1050.0,1050,1,53,0.0,5,0,0,0
620,140000,6,271.0,856.0,1112,1,4,0.0,6,0,0,0
621,147000,5,264.0,1113.0,1113,1,2,0.0,5,1,0,80
622,124000,5,792.0,1584.0,1584,2,42,0.0,8,0,0,152
623,187500,6,530.0,1453.0,1453,2,48,3.0,6,1,0,49
624,159000,6,514.0,1394.0,1394,1,46,247.0,6,2,0,76
625,256000,6,542.0,1562.0,1567,2,1,210.0,5,2,0,110
626,205000,7,486.0,768.0,1186,2,19,176.0,7,3,0,42
627,193500,6,509.0,896.0,1182,2,41,576.0,8,1,0,72
628,110000,6,576.0,1392.0,1392,1,41,216.0,5,2,0,0
629,104900,4,368.0,715.0,1281,2,2,0.0,7,1,55,0
630,150000,5,286.0,1169.0,1144,1,53,164.0,6,0,257,0
631,156500,6,442.0,1478.0,1478,1,52,0.0,6,2,114,0
632,176000,7,441.0,1329.0,1329,1,49,128.0,5,2,0,0
633,149500,6,297.0,988.0,988,2,11,0.0,6,0,156,0
634,139000,6,338.0,1240.0,1632,2,21,183.0,6,1,289,0
635,155000,6,297.0,1215.0,1215,1,11,176.0,6,0,0,0
636,120000,5,304.0,1202.0,1202,1,53,0.0,6,0,0,35
637,153000,5,350.0,1382.0,1382,1,54,0.0,6,0,280,0
638,144000,4,294.0,1200.0,1200,1,53,0.0,6,2,0,189
639,176000,6,884.0,1362.0,1382,1,47,399.0,6,1,0,0
640,153000,5,498.0,1297.0,1297,1,19,650.0,5,1,0,0
641,135000,5,495.0,1866.0,1866,2,51,657.0,8,0,0,0
642,131000,6,297.0,1062.0,1062,1,55,80.0,6,0,0,0
643,123000,5,270.0,608.0,1319,1,56,0.0,5,0,66,0
644,126000,5,480.0,631.0,1112,1,58,0.0,5,0,0,0
645,115000,4,672.0,1005.0,1005,1,54,0.0,5,1,0,0
646,164900,5,288.0,1008.0,1363,1,9,70.0,6,2,324,42
647,113000,5,240.0,793.0,793,1,59,0.0,4,0,0,0
648,145500,5,230.0,1031.0,1031,1,4,0.0,5,0,0,0
649,102900,5,616.0,0.0,1210,1,56,140.0,7,0,208,0
650,95000,3,420.0,978.0,1014,2,39,0.0,7,0,0,74
651,152500,7,410.0,699.0,801,1,10,0.0,6,1,0,0
652,129900,5,246.0,1200.0,1200,1,59,0.0,6,0,126,0
653,132000,6,240.0,972.0,972,1,7,0.0,5,1,0,0
654,99900,3,366.0,792.0,792,1,51,0.0,4,0,0,90
655,135000,5,180.0,660.0,808,2,22,0.0,8,0,0,0
656,149000,5,720.0,676.0,676,2,3,0.0,7,0,187,0
657,114000,4,281.0,405.0,717,1,6,0.0,6,0,0,0
658,109500,5,240.0,768.0,792,1,3,0.0,5,0,316,0
659,125000,5,264.0,1054.0,1078,1,59,0.0,6,0,0,0
660,142900,4,528.0,1313.0,1313,2,59,0.0,8,1,0,0
661,156500,7,624.0,560.0,930,2,1,0.0,5,0,0,0
662,59000,2,0.0,416.0,599,1,59,0.0,4,0,0,81
663,105000,4,338.0,840.0,840,1,59,0.0,6,0,0,0
664,106000,5,576.0,720.0,846,1,59,0.0,4,0,0,0
665,78500,3,320.0,630.0,725,1,11,0.0,4,0,0,30
666,190000,6,907.0,1248.0,1248,2,40,480.0,12,0,0,0
667,154000,6,364.0,1380.0,1380,1,46,295.0,6,0,0,0
668,163000,6,480.0,1040.0,1040,1,42,0.0,6,1,0,0
669,200000,5,968.0,1248.0,1338,2,40,368.0,12,0,0,0
670,143500,6,480.0,951.0,951,1,2,0.0,6,0,0,0
671,135000,6,308.0,1105.0,1105,1,52,143.0,5,0,0,0
672,153000,5,756.0,992.0,1306,1,9,0.0,5,0,0,0
673,157500,6,498.0,1478.0,1478,2,49,30.0,6,2,0,40
674,113500,6,384.0,160.0,1142,1,51,82.0,5,1,0,28
675,133000,5,288.0,832.0,1036,1,59,0.0,6,1,0,28
676,92900,3,400.0,0.0,1040,2,59,0.0,6,0,0,0
677,128500,6,900.0,795.0,765,1,59,0.0,5,0,0,0
678,90000,4,420.0,0.0,1040,2,59,0.0,6,0,0,0
679,138000,5,240.0,1208.0,1136,1,27,0.0,7,0,0,0
680,128000,5,294.0,1041.0,1041,1,51,0.0,6,0,0,0
681,139000,5,294.0,1029.0,1339,1,44,0.0,6,0,0,0
682,118900,5,240.0,732.0,732,1,57,0.0,4,0,0,68
683,138000,5,288.0,528.0,1183,1,50,0.0,6,0,0,0
684,132500,5,672.0,1148.0,1148,1,50,0.0,6,0,0,0
685,133500,4,384.0,832.0,832,2,13,0.0,6,0,0,204
686,135000,6,576.0,864.0,1064,1,15,0.0,6,0,180,36
687,144750,6,483.0,780.0,993,1,45,420.0,8,0,0,55
688,145000,5,564.0,941.0,941,1,31,124.0,4,0,0,40
689,127000,6,264.0,1045.0,1045,1,46,0.0,6,1,0,0
690,109500,5,308.0,894.0,894,1,47,0.0,5,0,0,0
691,115000,6,210.0,818.0,818,1,5,0.0,5,0,0,0
692,110000,5,440.0,440.0,682,1,28,0.0,5,0,74,0
693,128900,6,162.0,901.0,861,1,11,0.0,6,0,54,0
694,103500,6,324.0,972.0,972,2,59,0.0,12,0,0,28
695,66500,5,200.0,676.0,676,1,59,0.0,5,0,26,0
696,130000,5,472.0,240.0,810,1,6,0.0,6,0,0,0
697,129000,5,0.0,504.0,764,2,7,0.0,7,0,0,0
698,150000,5,400.0,690.0,868,1,59,0.0,7,1,0,36
699,107500,5,432.0,994.0,1378,2,44,0.0,11,0,0,287
700,94550,4,0.0,600.0,1101,2,59,0.0,8,0,0,0
701,124500,5,400.0,960.0,960,2,57,360.0,10,0,0,0
702,135000,7,240.0,651.0,707,1,17,0.0,6,2,0,0
703,103000,5,0.0,801.0,801,1,59,0.0,6,0,80,0
704,93000,4,576.0,936.0,936,1,56,0.0,4,0,0,32
705,129500,5,308.0,768.0,768,1,39,0.0,6,0,0,12
706,93000,5,256.0,811.0,811,2,55,0.0,7,0,0,0
707,80000,4,288.0,861.0,861,1,59,0.0,5,0,0,0
708,45000,2,308.0,0.0,612,1,59,0.0,4,0,0,0
709,37900,3,0.0,600.0,600,1,59,0.0,6,0,0,0
710,91300,5,273.0,190.0,886,1,13,0.0,4,0,144,20
711,99500,5,287.0,624.0,792,1,59,0.0,5,0,0,0
712,113000,4,0.0,736.0,736,2,1,0.0,8,0,0,0
713,87500,4,720.0,677.0,833,2,59,0.0,7,0,0,0
714,110000,5,240.0,720.0,720,1,59,0.0,5,0,0,35
715,106000,5,360.0,849.0,1075,2,44,0.0,11,0,40,156
716,265979,7,864.0,1240.0,1320,1,6,0.0,8,1,181,0
717,160000,6,357.0,917.0,1090,2,59,0.0,8,0,0,235
718,119000,6,280.0,624.0,664,1,2,0.0,5,1,0,103
719,168000,8,424.0,916.0,916,1,23,0.0,8,1,0,169
720,58500,4,0.0,624.0,816,1,59,0.0,5,1,0,33
721,143000,7,324.0,650.0,832,1,21,0.0,7,0,0,0
722,85000,5,280.0,1022.0,1022,1,3,0.0,4,0,0,30
723,124900,5,456.0,1088.0,1188,1,13,0.0,7,0,48,0
724,119000,6,207.0,972.0,1044,1,59,0.0,6,0,0,0
725,146500,6,640.0,741.0,780,1,7,0.0,8,0,0,0
726,34900,4,0.0,720.0,720,1,59,0.0,4,0,0,523
727,44000,3,0.0,245.0,797,1,59,0.0,5,0,0,36
728,223500,5,528.0,1324.0,1072,1,5,0.0,6,1,0,312
729,149000,6,216.0,1022.0,1432,1,59,0.0,6,1,266,61
730,205000,7,672.0,952.0,952,2,2,0.0,5,0,74,0
731,137000,5,336.0,297.0,1001,2,27,0.0,7,1,244,60
732,121000,6,192.0,952.0,952,1,59,0.0,4,1,0,98
733,128000,4,240.0,672.0,757,1,59,0.0,6,0,0,0
734,134900,6,624.0,698.0,786,1,9,0.0,4,0,210,0
735,117000,5,216.0,884.0,884,1,12,0.0,5,1,0,0
736,132500,6,280.0,780.0,825,1,59,0.0,6,1,45,0
737,93000,5,320.0,468.0,822,1,59,444.0,6,0,0,0
738,119000,6,180.0,884.0,904,1,5,0.0,4,0,0,0
739,100000,5,440.0,1145.0,1301,1,59,0.0,5,0,0,0
740,141500,5,576.0,927.0,1067,1,59,0.0,5,0,112,0
741,133000,4,240.0,884.0,989,1,14,0.0,6,0,0,0
742,60000,2,0.0,264.0,800,1,59,0.0,4,1,0,0
743,105000,5,180.0,715.0,875,1,16,0.0,5,0,48,0
744,115000,5,264.0,960.0,995,1,10,0.0,5,0,0,15
745,150000,5,250.0,952.0,994,2,59,0.0,6,1,189,0
746,126500,5,1184.0,1072.0,1072,1,59,0.0,5,0,0,0
747,214500,6,441.0,844.0,1445,2,15,0.0,10,0,0,60
748,167500,7,532.0,728.0,1136,1,16,0.0,8,0,509,135
749,155000,6,576.0,1048.0,1048,2,59,0.0,8,0,0,0
750,155000,7,164.0,910.0,916,1,4,0.0,7,1,0,0
751,179900,7,216.0,672.0,1272,2,15,0.0,8,0,24,28
752,104000,6,0.0,755.0,929,1,59,0.0,8,0,0,198
753,62500,5,0.0,1040.0,1088,2,59,0.0,11,0,0,56
754,149000,6,316.0,720.0,1146,2,59,0.0,8,0,0,0
755,103000,4,539.0,780.0,848,1,59,0.0,5,0,0,23
756,123000,6,379.0,483.0,741,1,7,0.0,7,0,0,24
757,97500,7,0.0,1020.0,978,2,9,188.0,9,0,0,188
758,135000,6,384.0,1204.0,1204,1,59,0.0,4,0,0,0
759,70000,4,0.0,858.0,892,1,59,0.0,5,0,0,0
760,116000,6,308.0,698.0,754,1,44,0.0,7,0,0,0
761,88750,4,220.0,560.0,704,1,8,0.0,4,0,0,0
762,179000,5,0.0,1200.0,1200,3,21,0.0,5,0,120,0
763,179000,5,0.0,1200.0,1200,3,21,0.0,5,0,120,0
764,159900,5,252.0,1152.0,1152,2,31,0.0,6,0,0,0
765,61000,1,0.0,683.0,904,0,59,0.0,4,0,0,0
766,103600,6,300.0,672.0,697,2,59,0.0,6,0,147,0
767,63000,5,226.0,585.0,687,2,59,0.0,6,0,0,0
768,175000,5,480.0,520.0,1464,2,10,0.0,6,1,302,0
769,139000,5,480.0,1121.0,1121,1,46,0.0,5,0,0,80
770,172500,6,440.0,918.0,918,2,31,92.0,7,1,243,0
771,113500,5,668.0,1052.0,1052,1,42,172.0,6,1,0,215
772,130000,5,288.0,864.0,899,1,5,89.0,5,0,64,0
773,149900,6,504.0,456.0,1034,1,31,23.0,5,1,0,0
774,134900,5,576.0,858.0,858,1,27,0.0,5,0,120,0
775,137000,5,528.0,840.0,860,1,27,0.0,4,0,0,0
776,139000,5,288.0,1092.0,1092,1,47,116.0,6,1,0,20
777,165000,5,384.0,552.0,904,2,48,0.0,8,1,290,40
778,148000,6,480.0,1138.0,1138,1,49,54.0,6,1,0,0
779,165000,5,336.0,825.0,2071,1,53,366.0,9,1,131,28
780,63900,2,0.0,0.0,660,1,59,0.0,5,0,0,0
781,161500,4,304.0,1104.0,1104,1,20,0.0,8,2,120,0
782,143000,5,452.0,1437.0,1473,1,6,0.0,5,2,0,48
783,135000,4,284.0,1134.0,1229,1,53,0.0,6,0,0,0
784,82500,4,539.0,861.0,861,1,59,0.0,4,0,158,0
785,190000,5,303.0,1617.0,1867,1,16,0.0,7,3,476,0
786,139600,3,452.0,0.0,1733,2,54,0.0,8,1,0,0
787,122000,4,498.0,0.0,1383,1,55,0.0,6,0,0,0
788,127500,6,480.0,1436.0,1689,1,53,0.0,7,1,0,0
789,121500,5,340.0,1073.0,1073,1,53,0.0,5,0,0,0
790,60000,5,350.0,1276.0,1276,1,51,0.0,5,0,0,0
791,154400,6,240.0,747.0,892,1,59,0.0,6,1,0,50
792,113000,4,234.0,672.0,672,1,59,0.0,4,0,0,113
793,125000,5,252.0,1089.0,1089,1,55,0.0,5,1,328,0
794,84000,4,290.0,0.0,845,1,52,0.0,5,0,186,0
795,139500,5,266.0,1049.0,1049,2,25,149.0,5,0,0,105
796,131000,5,281.0,768.0,1148,1,1,0.0,8,1,0,0
797,105000,6,280.0,560.0,698,1,59,0.0,6,0,0,0
798,108000,4,296.0,755.0,755,1,59,0.0,7,1,120,0
799,162000,7,462.0,1054.0,1061,1,18,0.0,4,0,114,36
800,156500,6,576.0,520.0,1338,1,26,100.0,5,1,0,0
801,316600,8,612.0,1496.0,1496,1,0,0.0,5,1,349,40
802,271900,7,701.0,2158.0,2196,2,18,234.0,7,1,84,70
803,213000,7,425.0,740.0,1006,2,16,137.0,7,1,234,72
804,239900,7,473.0,1079.0,1079,2,15,0.0,8,1,400,100
805,239500,8,466.0,1128.0,1142,2,14,0.0,8,1,0,155
806,131000,5,576.0,0.0,1288,1,2,0.0,7,1,0,0
807,118964,5,410.0,0.0,1535,2,30,0.0,8,0,0,0
808,153337,5,528.0,1086.0,1224,0,30,275.0,6,2,120,0
809,147983,5,720.0,0.0,1114,2,30,0.0,8,0,73,0
810,118858,5,400.0,0.0,1535,2,30,0.0,8,0,0,0
811,118858,5,400.0,0.0,1535,2,30,0.0,8,0,0,0
812,142953,5,528.0,0.0,1120,2,30,0.0,12,0,154,0
813,148325,5,672.0,1094.0,1229,0,30,216.0,6,2,120,0
814,113722,5,400.0,0.0,1513,2,30,0.0,8,0,0,0
