"price";"Overall.Qual";"Garage.Area";"Total.Bsmt.SF";"X1st.Flr.SF";"Full.Bath";"AgeofHouse";"Mas.Vnr.Area";"TotRms.AbvGrd";"Fireplaces";"Wood.Deck.SF";"Neighborhood"
5.447;8;8.808;12.855;12.855;2;1;1.944;7;1;3.354;"NridgHt"
5.408;8;8.854;11.992;12.022;2;1;5.871;6;1;4.55;"NridgHt"
5.328;6;6.6;11.055;11.055;2;1;4.648;6;1;4.157;"NridgHt"
5.362;7;7.506;10.875;10.875;2;1;3.865;6;1;3.934;"NridgHt"
5.405;8;7.036;10.916;10.916;2;1;3.98;6;1;4.157;"NridgHt"
5.238;7;6.559;11.245;11.245;2;2;3.83;6;1;3.65;"NridgHt"
5.596;8;8.346;13.186;13.186;2;0;6.192;7;1;0;"NridgHt"
5.615;9;8.083;11.895;11.895;2;1;7.73;10;2;6;"NridgHt"
5.283;7;6.6;11.092;11.092;2;1;3.6;6;1;0;"NridgHt"
5.341;8;7.036;10.99;10.99;2;1;4.2;6;1;0;"NridgHt"
5.337;7;6.6;11.023;11.055;2;0;3.98;6;1;4.157;"NridgHt"
5.498;9;8.346;12.805;12.827;2;0;6.378;9;1;0;"NridgHt"
5.699;10;10.279;14.45;14.356;2;0;9.343;7;1;4.157;"NridgHt"
5.449;8;8.346;8.975;8.975;2;0;4.705;8;1;4.2;"NridgHt"
5.289;6;6.434;11.072;11.072;2;1;4.8;6;1;4.157;"NridgHt"
5.443;9;7.074;11.853;11.853;2;1;4.705;6;1;4.274;"NridgHt"
5.503;9;7.452;12.97;12.97;2;0;5.708;6;1;4.347;"NridgHt"
5.512;8;8.762;10.209;10.209;3;0;5.848;9;1;4.648;"NridgHt"
5.44;8;8.889;9.628;9.665;2;1;4.002;8;1;4.157;"NridgHt"
5.53;9;6.848;12.022;12.093;2;0;5.886;8;1;4.179;"NridgHt"
5.518;8;8.4;11.712;11.788;2;0;3.575;10;1;3.286;"NridgHt"
5.573;9;8.869;12.7;12.7;2;1;7.112;6;1;4.306;"NridgHt"
5.446;8;8.194;11.305;11.329;2;1;3.175;9;1;3.888;"NridgHt"
5.307;7;6.531;11.096;11.096;2;0;2.909;6;1;3.447;"NridgHt"
5.322;6;6.708;11.78;13.659;2;5;3.273;7;2;5.604;"NWAmes"
5.258;6;6.257;11.072;11.947;2;3;0;7;1;4.157;"NWAmes"
5.188;7;6.9;8.653;10.191;2;7;4.8;8;1;4.157;"NWAmes"
5.444;8;6.984;15.072;15.072;2;6;0;9;1;6.531;"NWAmes"
5.196;7;6.559;10.695;12.004;2;7;4.306;7;1;0;"NWAmes"
5.296;5;6.6;8.379;9.895;2;7;1.99;9;1;6.35;"NWAmes"
5.225;6;6.893;10.022;10.022;2;7;4.2;6;1;0;"NWAmes"
5.217;6;6.559;9.786;11.023;2;7;3.957;7;1;0;"NWAmes"
5.199;6;7.244;7.875;11.136;2;8;5.474;7;1;0;"NWAmes"
5.267;6;7.44;11.392;11.392;2;8;7.169;6;1;5.778;"NWAmes"
5.269;6;6.448;11.576;11.576;2;9;0;7;1;0;"NWAmes"
5.314;7;8.4;8.227;10.754;2;7;0;7;2;5.17;"NWAmes"
5.296;6;6.573;12.296;12.456;1;7;5.684;7;1;0;"NWAmes"
5.329;7;7.244;12.186;12.296;2;2;0;7;1;2.65;"NWAmes"
5.237;6;6.675;10.53;10.9;2;8;6.768;5;1;0;"NWAmes"
5.342;7;7.042;12.664;12.664;2;6;4.179;6;1;6.483;"NWAmes"
5.167;5;6.6;8.05;8.05;1;8;0;7;0;0;"NWAmes"
5.161;6;6.893;10.64;10.64;2;1;3.6;5;0;2.225;"NWAmes"
5.148;5;6.6;12.093;12.093;2;9;0;8;0;0;"NWAmes"
5.267;6;6.971;9.005;9.212;2;7;4.93;8;1;0;"NWAmes"
5.238;6;6.6;8.485;8.485;1;2;4.762;7;0;0;"NWAmes"
5.246;7;6.6;8.078;8.078;2;1;5.248;6;1;3.877;"NWAmes"
5.18;6;6.675;10.187;10.292;2;5;2.97;6;0;4.285;"NWAmes"
5.284;6;6.559;10.645;11.035;2;2;4.772;5;1;4.648;"NWAmes"
5.2;6;6.6;9.918;9.918;2;9;0;6;1;4.49;"NWAmes"
5.398;7;7.125;11.193;11.193;3;6;4.069;12;2;0;"NWAmes"
5.166;5;6.715;10.187;10.362;2;7;3.6;6;0;3.55;"NWAmes"
5.419;7;6.762;11.879;13.93;2;1;0;9;1;0;"NWAmes"
5.175;4;7.175;8.94;8.94;1;12;0;9;1;3.795;"OldTown"
5.204;6;0;8.379;8.379;1;1;0;7;0;5.564;"OldTown"
5;3;5.739;8.443;8.443;1;11;0;4;0;0;"OldTown"
5.097;5;4.874;9.74;9.85;1;12;0;6;0;0;"OldTown"
5.176;5;6;7.88;8.839;1;12;0;7;1;0;"OldTown"
5.112;5;5.265;8.314;8.314;1;8;0;6;0;0;"OldTown"
4.579;3;0;7.348;7.348;1;12;0;6;0;0;"OldTown"
5.204;6;5.668;9.085;9.905;2;12;0;8;0;0;"OldTown"
5.225;8;6.177;9.08;9.08;1;5;0;8;1;0;"OldTown"
5.19;7;3.842;9.05;9.08;1;1;0;7;1;0;"OldTown"
5.255;7;4.409;7.777;10.7;2;3;0;8;0;1.47;"OldTown"
5.408;6;6.841;11.658;11.94;2;12;0;8;2;0;"OldTown"
5.079;7;0;9.154;9.614;1;1;0;5;1;0;"OldTown"
4.667;2;5.17;6.052;6.052;1;12;0;3;0;2.615;"OldTown"
5.051;5;5.091;9.139;9.139;1;11;0;5;0;0;"OldTown"
5.033;4;5.029;9.005;9.005;1;2;0;4;0;0;"OldTown"
5.112;5;0;7.175;8.92;1;1;0;7;0;4.648;"OldTown"
5.207;7;5.692;7.875;7.875;2;1;0;7;1;0;"OldTown"
5.107;6;0;8.172;8.172;2;2;0;9;1;0;"OldTown"
5.512;10;8.899;10.551;11.7;3;2;0;9;1;3.074;"OldTown"
5.092;5;7.2;9.95;10.504;2;12;0;7;0;0;"OldTown"
5.114;7;6.49;9.256;9.591;2;12;0;8;2;2.846;"OldTown"
5.17;5;0;8.139;8.221;1;2;0;6;0;0;"OldTown"
4.952;5;4.069;9.591;9.591;1;12;0;4;1;0;"OldTown"
5.13;5;7.2;7.823;7.823;1;1;0;6;1;3.231;"OldTown"
5.035;4;5.265;9.295;9.295;1;12;0;5;0;0;"OldTown"
5.267;8;8.57;8.078;9.045;2;2;0;7;0;0;"OldTown"
5.057;5;6.573;7.446;7.446;1;12;0;6;0;5.02;"OldTown"
4.954;5;7.099;7.719;11.313;2;12;0;10;0;0;"OldTown"
5.109;5;7.707;8.05;8.767;1;12;0;7;0;4.618;"OldTown"
5.068;5;5.417;8.659;8.659;1;2;0;4;0;0;"OldTown"
5.035;5;5.417;9.827;9.827;1;8;0;4;0;0;"OldTown"
4.903;4;7.637;9.845;9.396;1;12;0;7;1;3.286;"OldTown"
5.23;5;7.137;8.464;9.932;2;4;0;7;1;6.264;"OldTown"
5.13;5;4.648;10.444;10.504;1;12;4.874;6;0;0;"OldTown"
5.195;6;6;8.379;9.198;1;1;0;7;0;0;"OldTown"
5.146;7;7.2;8.005;8.736;1;8;0;7;0;4.874;"OldTown"
5.041;6;4.93;8.554;8.554;1;1;0;5;0;0;"OldTown"
5.132;5;7.2;9.295;9.295;1;11;0;5;0;0;"OldTown"
5.079;6;5.833;8.325;8.925;1;12;0;5;0;0;"OldTown"
4.898;5;5.628;6.971;8.945;1;12;0;6;0;0;"OldTown"
5.196;7;7.2;7.324;9.477;1;12;0;8;0;1.8;"OldTown"
5.097;5;7.494;9.295;9.295;1;10;0;5;0;0;"OldTown"
5.141;5;5.499;8.97;8.97;1;1;0;5;1;6.119;"Sawyer"
5.086;5;5.02;8.91;9;1;9;1.67;5;0;0;"Sawyer"
5.124;5;5.265;9.675;9.675;1;10;0;5;0;0;"Sawyer"
5.134;4;0;12.841;12.841;2;9;2.546;8;0;0;"Sawyer"
5.135;4;0;12.614;12.614;2;9;0;8;0;0;"Sawyer"
5.199;6;5.187;7.725;7.725;1;9;3.587;7;0;5.84;"Sawyer"
5.212;5;6.573;8.05;8.05;1;9;0;7;2;4.157;"Sawyer"
5.137;5;6.893;8.695;8.798;1;6;0;4;0;0;"Sawyer"
5.217;5;5.879;7.048;9.02;2;10;0;8;1;5.109;"Sawyer"
5.061;5;5.265;8.95;8.95;1;8;0;5;0;0;"Sawyer"
5.152;6;5.091;9.06;9.06;1;3;0;5;0;3.888;"Sawyer"
5.093;5;4.648;9.703;9.74;1;3;0;6;0;0;"Sawyer"
5.13;5;5.299;8.05;8.05;2;12;0;7;1;0;"Sawyer"
5.112;5;5.879;9.675;9.675;1;9;0;5;0;0;"Sawyer"
5.161;5;5.144;9.449;9.449;1;1;0;6;0;4.285;"Sawyer"
5.182;5;6.748;9.767;10.067;1;5;0;5;0;4.002;"Sawyer"
5.217;5;5.644;11.157;11.157;1;11;0;6;1;6.782;"Sawyer"
5.033;5;4.648;7.777;7.777;1;3;0;4;0;3.888;"Sawyer"
5.122;5;7.494;9.343;9.343;1;9;0;5;0;0;"Sawyer"
5.062;4;6.293;9.511;9.511;1;9;0;5;0;0;"Sawyer"
5.09;5;4.874;9.675;9.675;1;9;6.307;6;0;0;"Sawyer"
5.061;5;4.874;8.879;8.985;1;8;2.83;5;0;0;"Sawyer"
5.111;5;6.364;8.97;8.97;1;8;0;5;1;0;"Sawyer"
5.111;5;5.324;9.06;9.06;1;9;0;6;0;4.285;"Sawyer"
5.272;5;5.392;10.564;11.124;1;2;0;6;1;0;"Sawyer"
5.179;6;6.654;6.748;10.444;1;3;2.035;6;1;5.126;"Sawyer"
5.189;6;4.874;9.763;9.804;1;1;0;6;0;4.157;"Sawyer"
5.186;5;6.893;9.786;9.786;1;8;5.239;6;1;5.316;"Sawyer"
5.175;6;6.293;7.777;7.777;1;6;4.274;6;1;0;"Sawyer"
5.195;5;7.225;13.305;13.305;2;6;0;10;0;3.912;"Sawyer"
5.23;5;6.392;12.596;12.653;1;7;0;6;1;0;"Sawyer"
5.276;6;6.448;9.744;9.744;2;4;0;8;1;7.56;"SawyerW"
5.182;6;6.573;9.675;9.936;2;5;0;6;0;0;"SawyerW"
4.829;5;6.214;8.57;9.544;1;12;0;5;0;3.3;"SawyerW"
5.373;7;7.187;9.721;9.777;2;4;4.705;8;1;3.747;"SawyerW"
5.157;6;0;10.209;10.209;1;1;0;5;0;0;"SawyerW"
5.152;5;0;10.013;10.013;1;1;0;6;0;0;"SawyerW"
5.185;5;7.2;10.013;10.013;2;1;0;6;0;0;"SawyerW"
5.079;6;5.091;7.506;7.506;1;6;0;6;1;0;"SawyerW"
4.914;4;5.144;8.055;8.7;1;12;0;4;0;4.743;"SawyerW"
5.501;8;7.422;11.603;11.603;1;0;0;5;1;5.604;"SawyerW"
5.328;7;6.185;8.161;9.515;2;4;3.511;7;1;4.589;"SawyerW"
5.38;7;6.525;9.854;9.854;2;3;0;8;1;6;"SawyerW"
5.117;5;7.2;0;10.767;1;1;0;7;1;0;"SawyerW"
5.075;5;6;0;11.754;2;6;0;8;0;0;"SawyerW"
5.171;5;7.777;9.923;10.517;0;6;4.409;6;2;3.286;"SawyerW"
5.431;7;8.591;10.253;10.253;4;2;1.439;8;2;5.299;"SawyerW"
5.238;6;6.841;8.475;8.475;2;1;0;6;0;3.524;"SawyerW"
5.26;6;6.874;8.238;8.238;2;3;1.849;6;0;0;"SawyerW"
5.287;6;7.194;11.257;12.293;2;2;4.819;7;1;4.49;"SawyerW"
5.286;6;6.926;12.015;12.064;2;3;0;5;1;0;"SawyerW"
5.303;6;6.511;9.139;9.178;2;3;3.074;7;0;5.196;"SawyerW"
5.283;6;6.654;8.818;9.099;2;2;0;7;0;3.6;"SawyerW"
5.332;7;6.801;11.549;11.596;2;2;0;5;1;6.015;"SawyerW"
5.377;7;8.659;9.968;9.06;2;4;0;8;1;2.546;"SawyerW"
5.271;7;7.422;11.225;11.225;2;0;3.259;6;0;3.6;"SawyerW"
5.267;7;6.357;8.4;8.648;2;1;2.939;7;0;3;"SawyerW"
5.176;6;6.518;7.566;7.566;2;3;0;6;0;0;"SawyerW"
5.351;6;9.099;10.998;11.384;2;3;0;8;0;5.091;"SawyerW"
5.345;8;8.899;11.981;11.981;2;1;4.51;6;1;3.6;"Somerst"
5.279;7;7.275;8.695;8.695;2;2;0;3;0;0;"Somerst"
5.346;7;6.6;11.502;11.533;2;1;6.235;7;1;0;"Somerst"
5.405;8;7.299;9.367;9.367;2;2;0;7;1;5.02;"Somerst"
5.458;8;8.695;11.898;11.917;2;0;4.179;7;1;0;"Somerst"
5.319;6;7.8;10.47;10.47;2;0;0;4;0;0;"Somerst"
5.491;10;8.549;9.567;9.609;2;1;3.795;10;1;3.888;"Somerst"
5.401;8;9.689;9.868;9.868;2;1;0;9;1;3.795;"Somerst"
5.422;8;6.821;12.855;12.855;2;0;5.091;8;1;0;"Somerst"
5.193;7;6.748;7.886;8.011;2;2;4.429;6;0;0;"Somerst"
5.237;8;6.573;9.343;9.406;2;2;6.406;7;0;3.217;"Somerst"
5.33;6;7.754;8.97;8.97;2;1;2.581;9;1;3;"Somerst"
5.38;7;7.601;11.917;11.917;2;1;3.394;7;1;0;"Somerst"
5.398;8;7.637;9.735;9.735;2;1;8.314;9;1;3.55;"Somerst"
5.408;8;7.707;12.223;12.223;2;1;5.126;7;1;3.46;"Somerst"
5.254;7;6.293;8.183;8.254;2;2;5.692;6;0;0;"Somerst"
5.238;6;6.293;8.183;8.254;2;2;4.409;6;0;0;"Somerst"
5.348;7;7.01;8.787;8.859;2;2;6.795;7;1;0;"Somerst"
5.505;9;8.421;13.094;13.094;2;1;5.213;8;1;0;"Somerst"
5.167;8;8.975;12.71;12.71;2;0;6.206;7;1;0;"Somerst"
5.415;8;6.6;11.765;11.765;2;1;3.65;7;0;3.625;"Somerst"
5.352;8;6.531;11.603;11.603;2;0;3.55;7;0;3.888;"Somerst"
5.327;5;7.106;8.078;8.078;3;0;0;8;0;0;"Somerst"
5.482;8;7.036;10.323;10.323;2;0;0;11;1;4.327;"Somerst"
5.358;7;7.212;8.869;8.869;3;0;0;7;0;3.6;"Somerst"
5.531;8;7.409;11.925;11.925;3;1;0;8;1;3.783;"Somerst"
5.32;7;6.476;11.031;11.031;2;0;0;5;1;0;"Somerst"
5.378;7;7.2;9.367;9.367;2;2;12;7;1;0;"Somerst"
5.401;8;8.27;9.95;10.022;2;0;4.157;8;1;4.243;"Somerst"
5.626;8;10.102;13.672;13.738;1;0;0;8;1;4.157;"Somerst"
5.608;9;8.443;13.537;13.537;3;0;0;11;1;0;"Somerst"
5.367;8;8.357;11.576;11.576;2;0;0;7;1;0;"Somerst"
5.271;7;7.44;8.249;8.249;2;0;0;6;0;0;"Somerst"
5.303;6;7.44;8.787;8.787;2;1;0;7;0;0;"Somerst"
5.217;7;6.641;7.783;7.783;2;2;0;6;0;3.711;"Somerst"
5.326;8;6.893;11.572;11.627;1;5;0;4;0;0;"StoneBr"
5.731;8;8.7;12.186;12.333;3;2;7.367;12;1;6.728;"StoneBr"
5.574;8;7.125;14.097;15.066;2;1;0;8;1;4.047;"StoneBr"
5.444;8;6.701;11.623;12.219;2;2;0;5;1;4.368;"StoneBr"
5.512;9;7.684;10.049;10.102;2;1;4.696;11;1;3.6;"StoneBr"
5.4;8;6.701;11.596;12.193;2;2;0;6;0;2.939;"StoneBr"
5.26;8;6.573;10.244;10.301;2;4;0;5;0;0;"StoneBr"
5.593;8;7.144;11.301;11.301;2;0;0;7;1;3.55;"StoneBr"
5.658;10;8.072;12.521;13.557;2;0;4.743;8;1;4.648;"StoneBr"
5.728;10;8.139;12.903;12.903;2;0;8.128;11;1;4.743;"StoneBr"
5.504;8;8.26;12.777;12.82;2;0;4.628;7;1;4.025;"StoneBr"
5.672;9;8.061;13.111;13.416;2;1;6.148;8;2;5.62;"StoneBr"
4.978;6;4.56;7.348;7.348;1;12;0;5;0;0;"SWISU"
5.06;5;6.364;8.777;9.178;2;12;0;7;1;2.245;"SWISU"
4.778;2;4.705;5.109;6.279;1;12;0;3;0;0;"SWISU"
5.138;6;4.409;9.372;10.218;2;4;0;7;1;3.637;"SWISU"
5.19;7;7.2;7.099;7.194;1;1;0;6;0;4.8;"SWISU"
5.161;7;4.409;8.803;8.884;2;12;0;6;1;0;"SWISU"
4.959;6;3.795;8.314;8.432;1;12;0;4;0;0;"SWISU"
5.176;5;0;10.8;10.8;2;12;0;12;0;0;"SWISU"
5.074;4;6.293;8.459;9.266;1;12;0;10;0;0;"SWISU"
5.204;7;5.299;7.494;8.177;1;2;0;6;2;6.907;"SWISU"
5.009;5;0;9.525;9.525;2;12;0;7;0;0;"SWISU"
5.204;5;7.175;8.199;12.322;1;12;0;7;2;0;"Timber"
5.241;5;6;5.879;8.183;2;1;0;7;0;3;"Timber"
5.431;8;7.823;8.346;8.346;2;0;2.75;8;1;0;"Timber"
5.307;8;6.228;9.329;9.454;2;2;0;9;0;3.486;"Timber"
5.138;6;6.874;8.585;10.998;1;11;6.978;7;1;0;"Timber"
5.36;5;6.9;11.615;12.071;2;9;0;7;2;7.765;"Timber"
5.383;7;6.788;10.721;11.623;2;5;5.532;6;1;4.648;"Timber"
5.34;7;7.742;8.464;8.464;2;0;2.324;6;0;0;"Timber"
5.387;7;6.788;11.623;11.623;2;4;5.628;5;2;4.648;"Timber"
5.41;6;6.441;7.256;14.322;2;3;10.496;7;1;4.966;"Timber"
5.241;7;6.893;10.67;10.564;2;5;0;6;0;4.569;"Timber"
5.273;7;6;10.2;10.336;2;4;3.245;7;1;3.888;"Timber"
5.31;6;6.163;8.859;8.94;2;2;1.944;7;0;3.6;"Timber"
5.45;8;7.892;13.152;13.152;2;1;8.93;6;1;4.253;"Timber"
5.568;8;8.899;12.966;13.51;2;0;4.327;7;2;5.417;"Timber"
5.439;8;8.818;13.463;13.463;2;6;3.217;6;2;6.448;"Veenker"
5.283;6;6.6;11.345;11.345;2;7;3.6;6;2;3.245;"Veenker"
5.337;8;6.552;10.521;10.56;1;3;0;4;1;3.934;"Veenker"
5.511;8;6.525;12.438;12.438;1;3;0;6;2;3.314;"Veenker"
5.338;5;6.893;11.372;11.372;2;1;0;6;1;0;"Veenker"
5.259;6;6.434;10.657;10.657;2;7;0;6;1;5.179;"Veenker"
5.572;8;7.8;14.883;14.991;2;6;0;7;2;4.893;"Veenker"
